1225954773	20150215	201502	2015	2015.1233	DEU	GERMANY	DEU																		1	160	160	16	4	-4.0	68	68	68	-7.3338369876527	1	Switzerland	SZ	SZ	47	8	SZ	0							1	United States	US	US	39.828175	-98.5795	US	20250212	https://www.clickorlando.com/news/politics/2025/02/11/trumps-halt-of-us-law-banning-business-bribes-abroad-raises-specter-of-a-wild-west-of-dealmaking/
1225954774	20150215	201502	2015	2015.1233	DEU	GERMANY	DEU																		1	160	160	16	4	-4.0	348	87	348	-7.41907558708946	1	United Kingdom	UK	UK	54	-4	UK	0							1	France	FR	FR	46	2	FR	20250212	https://www.clickorlando.com/news/politics/2025/02/11/trumps-halt-of-us-law-banning-business-bribes-abroad-raises-specter-of-a-wild-west-of-dealmaking/
1225954775	20240213	202402	2024	2024.1178											CAN	CANADA	CAN								1	173	173	17	4	-5.0	4	1	4	-3.84615384615385	0							1	India	IN	IN	20	77	IN	1	India	IN	IN	20	77	IN	20250212	https://timesofindia.indiatimes.com/india/donald-trump-pauses-us-foreign-bribery-law-relief-for-adani-group/articleshow/118158253.cms
1225954776	20240213	202402	2024	2024.1178											COPMIL	DEPUTY						COP	MIL		1	173	173	17	4	-5.0	3	1	3	-5.93471810089021	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20250212	https://www.pilotonline.com/2025/02/11/retired-admiral-perjury-charge/
1225954777	20240213	202402	2024	2024.1178	COP	POLICE						COP													0	112	112	11	3	-2.0	9	9	9	-5.65630934751929	4	Rockland, Ontario, Canada	CA	CA08	45.5333	-75.2833	-572393	0							4	Rockland, Ontario, Canada	CA	CA08	45.5333	-75.2833	-572393	20250212	https://www.pembrokeobserver.com/news/kemptville-school-threats-second-youth-arrested
1225954778	20240213	202402	2024	2024.1178	COP	POLICE						COP			CAN	CANADA	CAN								0	112	112	11	3	-2.0	9	9	9	-5.65630934751929	4	Rockland, Ontario, Canada	CA	CA08	45.5333	-75.2833	-572393	4	Rockland, Ontario, Canada	CA	CA08	45.5333	-75.2833	-572393	4	Rockland, Ontario, Canada	CA	CA08	45.5333	-75.2833	-572393	20250212	https://www.pembrokeobserver.com/news/kemptville-school-threats-second-youth-arrested
1225954779	20240213	202402	2024	2024.1178	COP	POLICE						COP			CAN	CANADA	CAN								0	112	112	11	3	-2.0	9	9	9	-5.65630934751929	4	Bethlehem, West Bank (general), West Bank	WE	WE00	31.7049	35.2038	-793854	4	Rockland, Ontario, Canada	CA	CA08	45.5333	-75.2833	-572393	4	Rockland, Ontario, Canada	CA	CA08	45.5333	-75.2833	-572393	20250212	https://www.pembrokeobserver.com/news/kemptville-school-threats-second-youth-arrested
1225954780	20240213	202402	2024	2024.1178	ELIMIL	RETIRED						ELI	MIL		USA	UNITED STATES	USA								1	130	130	13	3	-4.4	1	1	1	-2.24719101123596	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20250212	https://www.scmp.com/news/china/article/3298296/china-axis-evil-us-lawmaker-reveals-stark-vision-countries-under-trump-and-xi
1225954781	20240213	202402	2024	2024.1178	EST	TARTU	EST								RUS	RUSSIA	RUS								1	100	100	10	3	-5.0	2	1	2	-1.16772823779194	4	Tartus, Tartus, Syria	SY	SY14	34.889	35.8866	-2548614	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	4	Tartus, Tartus, Syria	SY	SY14	34.889	35.8866	-2548614	20250212	https://www.yahoo.com/news/russian-military-convoy-blocked-entering-223942209.html
1225954782	20240213	202402	2024	2024.1178	EST	TARTU	EST								RUS	RUSSIAN	RUS								1	100	100	10	3	-5.0	2	1	2	-1.16772823779194	4	Tartus, Tartus, Syria	SY	SY14	34.889	35.8866	-2548614	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	20250212	https://www.yahoo.com/news/russian-military-convoy-blocked-entering-223942209.html
1225954783	20240213	202402	2024	2024.1178	GOV	AUTHORITIES						GOV													1	015	015	01	1	0.0	24	4	24	-4.88727772264358	3	Hill County, Montana, United States	US	USMT	48.65	-110.101	1720048	0							3	Hill County, Montana, United States	US	USMT	48.65	-110.101	1720048	20250212	https://dailyinterlake.com/news/2025/feb/11/man-linked-to-arizona-teen-alicia-navarro-sentenced-to-prison-for-child-sexual-abuse-images/
1225954784	20240213	202402	2024	2024.1178	GOV	GOVERNOR						GOV			EDU	SCHOOL						EDU			1	071	071	07	2	7.4	4	1	4	0	2	Georgia, United States	US	USGA	32.9866	-83.6487	GA	2	Georgia, United States	US	USGA	32.9866	-83.6487	GA	2	Georgia, United States	US	USGA	32.9866	-83.6487	GA	20250212	https://thecitizen.com/2025/02/11/sen-ossoff-again-urges-gov-kemp-to-accept-federal-funds-for-school-childrens-summer-meals/
1225954785	20240213	202402	2024	2024.1178	GOV	GOVERNOR						GOV			USA	UNITED STATES	USA								1	071	071	07	2	7.4	3	1	3	0	2	Georgia, United States	US	USGA	32.9866	-83.6487	GA	2	Georgia, United States	US	USGA	32.9866	-83.6487	GA	2	Georgia, United States	US	USGA	32.9866	-83.6487	GA	20250212	https://thecitizen.com/2025/02/11/sen-ossoff-again-urges-gov-kemp-to-accept-federal-funds-for-school-childrens-summer-meals/
1225954786	20240213	202402	2024	2024.1178	ISR	ISRAEL	ISR								JEWEDU	JEWISH				JEW		EDU			0	172	172	17	4	-5.0	12	2	12	-7.22919275424617	4	Gaza, Israel (general), Israel	IS	IS00	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	31.4167	34.3333	-797156	20250212	https://www.algemeiner.com/2025/02/11/ucla-faculty-group-denounces-schools-ongoing-silence-amid-rampant-campus-antisemitism/
1225954787	20240213	202402	2024	2024.1178	JEWEDU	JEWISH				JEW		EDU			ISR	ISRAEL	ISR								0	020	020	02	1	3.0	8	2	8	-7.22919275424617	4	Gaza, Israel (general), Israel	IS	IS00	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	31.4167	34.3333	-797156	20250212	https://www.algemeiner.com/2025/02/11/ucla-faculty-group-denounces-schools-ongoing-silence-amid-rampant-campus-antisemitism/
1225954788	20240213	202402	2024	2024.1178	JEWEDU	JEWISH				JEW		EDU			ISR	ISRAEL	ISR								0	172	172	17	4	-5.0	8	2	8	-7.22919275424617	4	Gaza, Israel (general), Israel	IS	IS00	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	31.4167	34.3333	-797156	20250212	https://www.algemeiner.com/2025/02/11/ucla-faculty-group-denounces-schools-ongoing-silence-amid-rampant-campus-antisemitism/
1225954789	20240213	202402	2024	2024.1178	JUD	JUDGE						JUD			ISR	ISRAELI	ISR								1	100	100	10	3	-5.0	16	4	16	-9.21577644908551	4	Gaza, Israel (general), Israel	IS	IS00	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	31.4167	34.3333	-797156	20250212	https://www.pbs.org/newshour/world/some-israeli-soldiers-traveling-abroad-face-action-for-alleged-war-crimes-in-gaza
1225954790	20240213	202402	2024	2024.1178	JUD	JUDGE						JUD			ISRGOV	ISRAELI	ISR					GOV			1	100	100	10	3	-5.0	24	4	24	-9.21577644908551	4	Gaza, Israel (general), Israel	IS	IS00	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	31.4167	34.3333	-797156	20250212	https://www.pbs.org/newshour/world/some-israeli-soldiers-traveling-abroad-face-action-for-alleged-war-crimes-in-gaza
1225954791	20240213	202402	2024	2024.1178	LEG	SENATE						LEG													0	084	084	08	2	7.0	10	1	10	-1.46341463414634	2	Pennsylvania, United States	US	USPA	40.5773	-77.264	PA	0							2	Pennsylvania, United States	US	USPA	40.5773	-77.264	PA	20250212	https://www.koat.com/article/marc-fogel-release-russia-trump-envoy/63757472
1225954792	20240213	202402	2024	2024.1178	LEG	CONGRESS						LEG			GOVEDU	EDUCATION DEPARTMENT						GOV	EDU		1	071	071	07	2	7.4	15	3	15	-2.6091255367387	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20250212	https://www.theyeshivaworld.com/news/general/2363298/doge-cuts-900-million-from-agency-that-tracks-american-students-academic-progress.html
1225954793	20240213	202402	2024	2024.1178	LEG	SENATE						LEG			USA	PITTSBURGH	USA								1	010	010	01	1	0.0	6	1	6	-1.46341463414634	2	Pennsylvania, United States	US	USPA	40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA	40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA	40.5773	-77.264	PA	20250212	https://www.koat.com/article/marc-fogel-release-russia-trump-envoy/63757472
1225954794	20240213	202402	2024	2024.1178	LEG	SENATE						LEG			USA	PITTSBURGH	USA								1	020	020	02	1	3.0	3	1	3	-1.46341463414634	3	Whitehouse, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	2	Pennsylvania, United States	US	USPA	40.5773	-77.264	PA	3	Whitehouse, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20250212	https://www.koat.com/article/marc-fogel-release-russia-trump-envoy/63757472
